Style,Category,Artist,Title,Image URL,Art (image+title): agreeableness,Art (image+title): anger,Art (image+title): anticipation,Art (image+title): arrogance,Art (image+title): disagreeableness,Art (image+title): disgust,Art (image+title): fear,Art (image+title): gratitude,Art (image+title): happiness,Art (image+title): humility,Art (image+title): love,Art (image+title): optimism,Art (image+title): pessimism,Art (image+title): regret,Art (image+title): sadness,Art (image+title): shame,Art (image+title): shyness,Art (image+title): surprise,Art (image+title): trust,Art (image+title): neutral,ImageOnly: agreeableness,ImageOnly: anger,ImageOnly: anticipation,ImageOnly: arrogance,ImageOnly: disagreeableness,ImageOnly: disgust,ImageOnly: fear,ImageOnly: gratitude,ImageOnly: happiness,ImageOnly: humility,ImageOnly: love,ImageOnly: optimism,ImageOnly: pessimism,ImageOnly: regret,ImageOnly: sadness,ImageOnly: shame,ImageOnly: shyness,ImageOnly: surprise,ImageOnly: trust,ImageOnly: neutral,TitleOnly: agreeableness,TitleOnly: anger,TitleOnly: anticipation,TitleOnly: arrogance,TitleOnly: disagreeableness,TitleOnly: disgust,TitleOnly: fear,TitleOnly: gratitude,TitleOnly: happiness,TitleOnly: humility,TitleOnly: love,TitleOnly: optimism,TitleOnly: pessimism,TitleOnly: regret,TitleOnly: sadness,TitleOnly: shame,TitleOnly: shyness,TitleOnly: surprise,TitleOnly: trust,TitleOnly: neutral
Modern Art,Abstract Expressionism,William Scott,Painting,https://uploads1.wikiart.org/images/pierre-auguste-renoir/camille-monet-and-her-son-jean-in-the-garden-at-argenteuil-1874.jpg,0,0,0.3,0,0.2,0.4,0.1,0,0,0.3,0.1,0,0.1,0,0,0,0,0.4,0,0.1,0,0,0.3,0,0.1,0.4,0,0,0,0.2,0.1,0,0.1,0,0,0,0,0.4,0,0.1,0,0,0.3,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0.2,0.2,0.2
Post Renaissance Art,Rococo,Joshua Reynolds,Colonel Acland and Lord Sydney: The Archers,https://uploads2.wikiart.org/images/max-weber/slide-lecture-at-the-metropolitan-museum.jpg,0.1,0.2,0.3,0.1,0.2,0,0.1,0,0.3,0.1,0.1,0.2,0,0,0,0,0,0.1,0.6,0,0.1,0.2,0.2,0.1,0.2,0,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0.1,0.4,0,0.1,0.1,0.2,0.2,0.1,0,0.1,0.1,0.3,0.2,0,0.2,0,0,0,0,0,0.1,0.4,0
Modern Art,Impressionism,Peder Severin Kroyer,"Hip, Hip, Hurrah!",https://uploads2.wikiart.org/images/joachim-patinir/landscape-with-the-destruction-of-sodom-and-gomorrah.jpg,0.077,0,0.077,0.038,0,0,0.019,0.269,0.885,0.192,0.442,0.404,0,0.038,0.019,0,0.019,0.077,0.308,0,0.077,0,0.058,0.038,0,0,0.019,0.192,0.885,0.212,0.5,0.346,0,0.038,0.019,0,0,0.077,0.269,0,0.019,0.019,0.096,0,0,0.019,0.019,0.058,0.846,0.077,0.173,0.25,0.019,0.038,0.038,0,0.038,0.058,0.115,0
Modern Art,Magic Realism,Eyvind Earle,Fog Enshrouded,https://uploads6.wikiart.org/00155/images/oleksandr-hnylyzkyj/1999-1.jpg,0.067,0.067,0.267,0.067,0.067,0.2,0.133,0.067,0.467,0.133,0.067,0.267,0.067,0.067,0.133,0.067,0.067,0.267,0.133,0,0.067,0.067,0.4,0.067,0.067,0.133,0.133,0.067,0.4,0.067,0.067,0.267,0.067,0.067,0.133,0.067,0.067,0.267,0.2,0,0.067,0.067,0.467,0.067,0.133,0.2,0.133,0.067,0.133,0.067,0.133,0.067,0.067,0.067,0.067,0.067,0.067,0.267,0.067,0
Modern Art,Color Field Painting,Mark Rothko,Black on Maroon,https://uploads3.wikiart.org/images/samuel-buri/oberland-bernois-1967.jpg,0,0.1,0.4,0.2,0,0.1,0.2,0,0,0,0,0.1,0,0,0.1,0,0,0.3,0.2,0.1,0,0.2,0.3,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0,0.1,0.5,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0.2,0.2
Modern Art,"Neo-Expressionism,Pop Art",Roland Petersen,"California Picnic, Variations on I Ching Series",https://uploads5.wikiart.org/images/raphael/school-of-athens-detail-from-right-hand-side-showing-diogenes-on-the-steps-and-euclid-1511.jpg,0.091,0,0.182,0,0,0,0,0,0.364,0,0,0.273,0.091,0,0.091,0,0,0.091,0.091,0,0.091,0,0.091,0,0,0,0,0,0.273,0,0,0.182,0.091,0,0.091,0,0,0.182,0.182,0,0.091,0,0.273,0,0,0,0,0,0.455,0.182,0.182,0.273,0,0,0,0,0,0.091,0.182,0
Modern Art,Impressionism,Charles Courtney Curran,Fair Critics,https://uploads4.wikiart.org/00120/images/agostino-tassi/competition-on-the-capitoline-hill-1630.jpg,0.1,0,0.2,0.1,0.1,0,0,0.2,0.4,0.1,0.1,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0.2,0.2,0.3,0.1,0.1,0,0,0.1,0,0,0,0.4,0,0.2,0.1,0.2,0.1,0,0,0,0.2,0,0.1,0,0.1,0,0,0,0,0,0.2,0.2,0.1
Modern Art,Art Informel,Enrico Baj,La Madmoiselle du Jamaica,https://uploads2.wikiart.org/images/dosso-dossi/a-personification-of-geometry.jpg,0,0.1,0.1,0.1,0.2,0.2,0.5,0,0,0.1,0,0,0.1,0,0.1,0.1,0.1,0.2,0.1,0,0,0.1,0,0,0.2,0.2,0.4,0,0.1,0,0,0,0.1,0.1,0.2,0.1,0,0.1,0,0,0,0,0,0.167,0,0,0,0,0.333,0.167,0.167,0,0,0,0,0,0,0.333,0.333,0
Modern Art,Magic Realism,Eyvind Earle,Three Horses,https://uploads4.wikiart.org/images/andre-masson/no-name-1(5).jpg,0,0,0.2,0,0,0,0,0.1,0.4,0.4,0.2,0.3,0,0,0,0,0,0.1,0.2,0,0,0,0.1,0,0.1,0.1,0,0,0.6,0.3,0.1,0.2,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0.7,0.3,0.1,0.2,0,0,0,0,0,0,0.1,0
Modern Art,Surrealism,Wolfgang Paalen,Combat des Princes Saturniens III,https://uploads7.wikiart.org/images/richard-pousette-dart/illumination-gothic-1958.jpg,0,0.091,0.182,0,0,0.182,0.364,0,0,0,0,0,0,0,0.182,0,0,0.455,0.273,0,0,0,0.182,0.091,0,0.182,0.273,0,0,0,0,0.091,0,0,0.091,0,0,0.455,0.182,0,0,0.2,0.3,0,0.2,0.1,0.4,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0.3,0
Post Renaissance Art,Baroque,Esaias van de Velde,Ferry Boat,https://uploads6.wikiart.org/images/william-scott/painting-1959.jpg,0,0,0,0,0,0,0.091,0.091,0.545,0.364,0.091,0.091,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0,0.091,0,0.545,0.364,0.091,0.182,0,0,0,0,0,0,0.182,0,0,0,0.091,0.091,0,0,0,0,0.273,0.091,0.091,0.364,0,0,0,0,0,0.273,0.273,0
Contemporary Art,Minimalism,James Lee Byars,Self-Portrait,https://uploads7.wikiart.org/images/joshua-reynolds/the-archers-double-portrait-of-colonel-john-dyke-acland-and-dudley-alexander-sydney-cosby-lord-1769(1).jpg,0,0,0.2,0,0.1,0,0,0,0,0.1,0,0,0.3,0,0.2,0,0,0.5,0,0.1,0,0,0.3,0.1,0,0,0,0,0,0,0,0.1,0.2,0,0.1,0,0,0.5,0,0.1,0.1,0,0.4,0.3,0,0,0,0.1,0.2,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0.3,0
Modern Art,Surrealism,Francis Picabia,Aello,https://uploads1.wikiart.org/images/peder-severin-kroyer/hip-hip-hurrah-1888.jpg,0.1,0,0.2,0,0,0,0,0.1,0.6,0,0.6,0.4,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0,0.1,0.5,0,0.6,0.4,0,0,0,0,0.1,0,0,0,0,0,0.375,0,0,0,0,0,0.25,0,0.375,0.125,0,0,0,0,0,0.125,0,0.125
Post Renaissance Art,Romanticism,Thomas Girtin,Tynemouth Priory from the Sea,https://uploads2.wikiart.org/images/eyvind-earle/fog-enshrouded-1992.jpg,0,0,0.083,0,0,0.083,0.667,0.083,0.083,0.083,0,0.083,0.083,0,0.417,0,0,0.083,0.167,0,0,0.083,0.083,0.083,0.083,0.083,0.5,0,0,0.083,0,0,0.167,0.083,0.417,0.083,0,0.083,0.167,0,0.083,0,0.417,0,0,0.083,0.167,0,0,0.167,0,0,0.083,0.083,0.083,0,0,0.333,0.083,0
Renaissance Art,Northern Renaissance,Petrus Christus,Isabella Of Portugal With St. Elizabeth,https://uploads8.wikiart.org/images/mark-rothko/black-on-maroon-3.jpg,0.1,0,0.1,0.4,0,0,0,0.2,0.2,0.3,0.1,0,0,0,0.1,0,0.2,0,0.6,0,0.1,0,0.1,0.4,0,0,0,0.1,0.1,0.2,0,0,0,0,0.2,0,0,0.1,0.6,0,0.1,0,0,0.3,0,0,0,0.1,0.1,0.1,0.2,0,0,0,0,0,0,0,0.5,0
Post Renaissance Art,Rococo,George Romney,Admiral Sir Francis Geary (1709–1796),https://uploads1.wikiart.org/images/roland-petersen/california-picnic-variations-on-i-ching-series-1970.jpg,0.06,0,0.075,0.179,0,0.015,0.015,0.164,0.104,0.075,0.03,0.179,0,0,0,0,0,0.03,0.866,0,0.104,0,0.06,0.254,0.03,0.015,0,0.119,0.104,0.03,0.045,0.194,0,0,0,0,0,0.015,0.866,0,0.075,0.015,0.06,0.149,0.03,0.015,0.03,0.149,0.015,0.09,0.03,0.09,0,0,0,0,0,0.03,0.806,0
Modern Art,Pop Art,Walter Battiss,"Coco de Mer, Seychelles",https://uploads0.wikiart.org/00123/images/charles-courtney-curran/fair-critics-1887.jpg,0,0,0.5,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.6,0,0,0,0,0.5,0,0.1,0.2,0,0,0.1,0,0,0,0.1,0,0,0,0,0.5,0.1,0,0,0,0.444,0,0,0,0,0.222,0.222,0.222,0.111,0.111,0,0,0,0,0,0,0.222,0
Modern Art,Pop Art,Mario Schifano,Coca cola (Tutto),https://uploads2.wikiart.org/images/enrico-baj/la-madmoiselle-du-jamaica-1954.jpg,0,0,0.2,0,0,0.1,0,0,0.2,0,0,0,0.2,0,0.1,0,0,0.3,0.1,0,0,0,0.4,0,0.1,0.1,0,0,0.2,0,0,0,0.2,0,0,0,0,0.3,0.1,0,0,0,0.2,0,0,0.1,0,0,0.4,0,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.1
Modern Art,Pop Art,Evelyne Axell,La Cible,https://uploads0.wikiart.org/images/eyvind-earle/three-horses-1987.jpg,0,0,0.3,0.1,0,0.1,0,0,0.6,0.2,0.3,0.2,0,0.1,0.1,0,0,0.3,0.3,0,0.1,0,0.3,0.1,0,0.1,0,0.1,0.7,0.2,0.4,0.2,0,0.1,0.1,0,0,0,0.1,0,0,0,0.333,0,0,0,0,0,0.111,0.111,0,0.333,0,0,0,0,0,0.333,0.111,0.111
Post Renaissance Art,Realism,Theodore Rousseau,Cows in the mare,https://uploads6.wikiart.org/images/wolfgang-paalen/combat-des-princes-saturniens-iii-1939.jpg,0,0,0.2,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0.1,0.2,0,0,0,0.2,0,0,0,0,0,0.4,0.2,0,0.3,0,0,0,0,0,0.1,0.2,0,0,0,0.3,0,0,0,0,0,0.3,0.3,0,0.2,0,0,0,0,0,0.1,0.1,0.1
Post Renaissance Art,Realism,Edouard Manet,Lola de Valence,https://uploads5.wikiart.org/images/esaias-van-de-velde/ferry-boat-1622.jpg,0,0,0.091,0,0,0,0,0.091,0.818,0.182,0.273,0.273,0,0,0,0,0,0.091,0.455,0,0,0,0.091,0,0,0,0,0.182,0.818,0.273,0.091,0.273,0,0,0,0,0,0.091,0.364,0,0,0,0.364,0,0,0,0,0.091,0.364,0.091,0.091,0.273,0,0,0,0,0.091,0.091,0.182,0
Modern Art,Impressionism,Frits Thaulow,Evening at the Bay of Frogner,https://uploads4.wikiart.org/images/james-lee-byars/self-portrait-1959.jpg,0,0,0.154,0,0.077,0.077,0.077,0.154,0.769,0.308,0.077,0.231,0,0,0.077,0.077,0,0.077,0,0,0,0,0.154,0,0.077,0.077,0,0.077,0.769,0.231,0.154,0.308,0.077,0,0.077,0.077,0,0.077,0.154,0,0.077,0,0.385,0.077,0.077,0,0.154,0.077,0.308,0.308,0,0.154,0.077,0.077,0,0,0,0.154,0.154,0
Post Renaissance Art,Neoclassicism,Domingos Sequeira,"Retrato de D. Carlota Joaquina, Rainha de Portugal",https://uploads2.wikiart.org/images/matthias-grünewald/heller-altarpiece-1509.jpg,0,0,0.1,0.1,0,0.1,0,0,0.5,0,0.1,0.4,0,0,0.1,0,0,0.1,0.7,0,0,0,0.1,0,0,0,0,0,0.6,0,0.1,0.3,0.1,0,0.1,0,0,0.1,0.6,0,0,0,0.143,0.143,0,0,0,0,0.286,0,0.143,0.286,0.143,0,0,0,0,0.143,0.429,0
Renaissance Art,Early Renaissance,Andrea del Castagno,The Last Supper,https://uploads0.wikiart.org/images/francis-picabia/aello.jpg,0.091,0,0.091,0.091,0.091,0.091,0.182,0.455,0.455,0.364,0.455,0.182,0.091,0.091,0.364,0.091,0.091,0.091,0.636,0,0.091,0,0.091,0.091,0.091,0.091,0.091,0.364,0.455,0.364,0.455,0.364,0.091,0.182,0.273,0.091,0.091,0.091,0.545,0,0.091,0.091,0.182,0.091,0.091,0.091,0.091,0.273,0.455,0.273,0.364,0.273,0.091,0.182,0.455,0.091,0.091,0.091,0.364,0
Renaissance Art,Northern Renaissance,Petrus Christus,Edward Grimston,https://uploads0.wikiart.org/images/thomas-girtin/tynemouth-priory-from-the-sea-1797.jpg,0.1,0,0.2,0.1,0.1,0,0,0.2,0.2,0.2,0,0.2,0,0,0.1,0,0,0.1,0.6,0.1,0.1,0,0.1,0.1,0,0,0,0.2,0.2,0.1,0,0.1,0,0,0.1,0,0,0.1,0.6,0.1,0.1,0,0.1,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0.1,0.6,0.2
Renaissance Art,Northern Renaissance,Hans Baldung,Witches,https://uploads4.wikiart.org/images/petrus-christus/isabel-of-portugal-with-st-elizabeth.jpg,0,0.091,0.091,0,0,0.455,0.455,0,0.273,0,0,0.182,0,0.182,0.091,0.182,0,0.182,0.091,0,0,0,0.182,0,0,0.182,0.091,0,0.364,0,0,0.182,0.182,0.091,0.091,0.273,0,0.182,0.091,0,0,0.182,0.182,0,0,0.273,0.636,0,0.091,0,0,0,0,0.091,0,0.091,0,0.273,0,0
Modern Art,Post-Impressionism,Istvan Nagy,Little boy,https://uploads6.wikiart.org/images/george-romney/admiral-sir-francis-geary-1709-1796-1783.jpg,0,0,0.1,0,0,0,0,0.1,0.2,0.2,0.1,0.1,0.1,0,0.3,0,0,0.1,0.4,0,0,0,0.1,0,0,0,0,0,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0,0,0.1,0.3,0,0,0,0.1,0,0,0,0,0,0.6,0.2,0.1,0.2,0.1,0,0.2,0,0,0.1,0.3,0
Renaissance Art,High Renaissance,Pinturicchio,Portrait of the Donor,https://uploads3.wikiart.org/images/walter-battiss/coco-de-mer-seychelles-1970.jpg,0.071,0,0.071,0,0,0.071,0,0.357,0.214,0.143,0.071,0.071,0,0.071,0,0.071,0.071,0,0.286,0,0,0,0.071,0,0.071,0,0,0.286,0.143,0.286,0,0.214,0.071,0.071,0,0,0,0,0.286,0,0,0,0.143,0.286,0.071,0.071,0,0.071,0.143,0.071,0.143,0,0.071,0,0.071,0,0,0.071,0.143,0
Modern Art,Color Field Painting,Louis Cane,Papier d&#233;coup&#233; et coll&#233;,https://uploads5.wikiart.org/images/mario-schifano/coca-cola-tutto-1972.jpg,0,0,0.2,0.1,0,0.3,0,0,0.2,0,0,0.1,0,0,0.1,0,0,0.2,0.1,0.2,0,0,0.2,0,0,0.3,0,0,0.2,0,0,0.1,0,0,0.1,0,0,0.2,0.1,0.2,0,0,0.375,0,0,0.375,0,0.125,0,0,0,0,0,0,0.125,0,0.125,0.25,0.125,0.125
Post Renaissance Art,Realism,Pavel Fedotov,Fashionable Wife (Lioness),https://uploads6.wikiart.org/images/evelyne-axell/la-cible-1970.jpg,0,0,0.1,0.2,0,0,0,0.1,0.4,0,0.6,0,0,0,0,0,0,0.1,0.3,0,0,0,0.2,0.2,0,0,0,0.1,0.4,0,0.6,0,0,0,0,0,0,0.1,0.3,0,0,0,0.2,0,0,0,0,0,0.3,0,0.6,0.1,0,0,0,0,0,0.1,0.3,0
Post Renaissance Art,Neoclassicism,William Hamilton,"&#39;A Winter&#39;s Tale&#39;, Act IV, Scene 3, the Shepherd&#39;s Cot",https://uploads0.wikiart.org/images/theodore-rousseau/cows-in-the-mare-1855.jpg,0.1,0,0,0,0,0,0,0.2,0.7,0.1,0.7,0.2,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0.1,0.6,0.1,1,0,0,0,0,0,0,0,0.2,0,0,0,0.111,0,0,0,0,0.222,0.222,0.333,0.333,0.111,0,0,0,0,0,0,0,0.111
Post Renaissance Art,Rococo,Louise Elisabeth Vigee Le Brun,Anna Ivanovna Tolstaya,https://uploads4.wikiart.org/images/edouard-manet/lola-de-valence-1862.jpg,0,0,0.1,0.1,0,0,0,0.1,0.6,0,0.3,0,0,0,0,0,0,0,0.5,0,0,0,0.1,0.1,0,0,0,0.1,0.5,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.333,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0.333,0.222
Post Renaissance Art,Romanticism,Alexander Orlowski,Battle of Cossaks with Kirgizes,https://uploads4.wikiart.org/images/frits-thaulow/evening-at-the-bay-of-frogner.jpg,0,0.5,0,0.2,0.2,0.3,0.5,0,0,0,0,0,0.1,0,0.4,0.1,0,0,0.1,0,0,0.5,0.1,0.1,0.2,0.3,0.6,0,0,0,0,0,0,0,0.3,0.1,0,0,0.1,0,0.1,0.3,0.1,0.1,0.1,0,0.4,0,0.2,0,0,0,0,0.1,0.1,0,0,0,0.1,0
Modern Art,Abstract Expressionism,John Altoon,Untitled 14,https://uploads5.wikiart.org/images/domingos-sequeira/retrato-de-d-carlota-joaquina-rainha-de-portugal-1802.jpg,0,0,0.3,0,0,0.3,0.1,0.1,0,0.1,0,0.1,0,0,0,0.1,0.1,0.6,0.1,0,0,0,0.273,0,0,0.182,0,0,0,0,0.091,0.091,0,0.091,0,0,0.091,0.545,0.091,0,0,0,0.182,0,0.091,0.182,0,0,0.091,0.182,0,0,0,0,0,0.091,0.091,0.091,0.091,0.364
Modern Art,Lyrical Abstraction,Jacques H&#233;rold,Moon Flowers,https://uploads1.wikiart.org/images/andrea-del-castagno/the-last-supper-1447.jpg,0,0,0.3,0,0,0.1,0,0,0.3,0,0.1,0.1,0,0,0.1,0,0,0.3,0.1,0,0,0.1,0.3,0,0,0.1,0.1,0,0.2,0,0.1,0,0,0,0.1,0,0,0.3,0.1,0,0,0,0.2,0,0,0.1,0,0,0.5,0,0,0.5,0,0,0,0,0,0.1,0.1,0
Modern Art,Abstract Expressionism,Ralph Rosenborg,Monhegan Island Seascape,https://uploads6.wikiart.org/images/petrus-christus/edward-grimston-1446.jpg,0,0,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0,0.1,0.1,0,0,0.3,0,0,0.4,0,0,0,0,0.2,0,0,0.1,0.2,0,0.1,0.1,0,0.2,0,0,0.2,0,0.1,0.2,0.1,0,0,0,0.1,0.1,0,0,0,0,0.8,0,0.1,0.4,0,0,0,0,0,0,0.1,0
Modern Art,Art Informel,Sadamasa Motonaga,Sakuhin,https://uploads4.wikiart.org/images/hans-baldung/witches-1508.jpg,0,0,0.182,0.091,0.091,0.273,0.273,0,0,0.091,0,0.182,0,0.091,0.091,0,0,0.455,0.091,0,0,0,0.091,0.182,0.091,0.091,0.273,0,0.091,0,0,0.182,0,0.091,0.091,0,0,0.455,0.091,0,0,0,0.3,0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0.3,0.1,0
Modern Art,Magic Realism,Carel Willink,Wilma,https://uploads6.wikiart.org/images/istvan-nagy/little-boy-1915.jpg,0.2,0.1,0.1,0.7,0,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0.1,0.1,0.5,0,0.1,0.2,0.1,0.8,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.5,0,0,0,0.5,0.1,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0,0,0,0.1,0,0.3,0.2
Post Renaissance Art,Realism,Adolph Menzel,Weekday in Paris,https://uploads0.wikiart.org/images/pinturicchio/portrait-of-the-donor-1504.jpg,0,0,0.083,0,0,0,0.083,0,0.583,0.25,0.083,0.333,0.083,0,0,0,0,0.083,0.167,0,0,0,0.083,0,0,0,0.083,0,0.25,0.333,0.083,0.25,0.083,0,0,0,0,0.083,0.083,0,0,0,0.167,0,0,0,0,0,0.417,0.083,0.083,0.417,0.083,0,0,0,0,0.083,0.083,0
Post Renaissance Art,Realism,Ivan Shishkin,Promenading in the Forest,https://uploads7.wikiart.org/images/louis-cane/papier-d-coup-et-coll-1967.jpg,0.2,0,0.1,0,0,0,0,0.1,0.8,0.4,0.3,0.3,0,0,0.1,0,0,0,0.3,0,0.1,0,0,0,0,0,0,0.1,0.8,0.4,0.2,0.2,0,0,0.1,0,0,0,0.2,0,0.111,0,0,0,0,0,0,0,0.778,0.444,0.222,0.222,0,0,0,0,0,0.111,0.111,0
Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,The Triumph of Death,https://uploads8.wikiart.org/images/pavel-fedotov/fashionable-wife-lioness.jpg,0,0.182,0,0,0.182,0.091,0.727,0,0,0,0,0,0.273,0.273,0.545,0.273,0,0,0,0,0,0.182,0,0,0.273,0.091,0.636,0,0,0,0,0,0.273,0.182,0.455,0.182,0,0,0,0,0,0.091,0,0.091,0.091,0,0.545,0,0.091,0,0,0,0.364,0.182,0.455,0.182,0,0,0,0
Renaissance Art,Northern Renaissance,Maarten de Vos,The Rape of Europa,https://uploads5.wikiart.org/images/william-hamilton/a-winter-s-tale-act-iv-scene-3-the-shepherd-s-cot-1787.jpg,0.091,0.091,0.273,0.273,0,0.091,0,0,0.182,0.091,0.273,0,0.091,0.182,0.273,0.273,0,0.182,0.273,0,0.091,0.091,0.182,0.182,0,0,0,0.182,0.455,0.091,0.182,0.091,0,0,0,0,0,0.182,0.273,0,0,0.182,0.091,0.091,0.091,0.091,0.273,0,0.091,0.091,0,0,0.364,0.091,0.455,0.091,0.091,0,0.091,0
Post Renaissance Art,Baroque,Jacob Jordaens,The Return from Egypt of the Holy Family,https://uploads5.wikiart.org/images/louise-elisabeth-vigee-le-brun/anna-ivanovna-tolstaya.jpg,0,0.1,0,0.1,0.1,0.1,0.1,0,0.7,0.2,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0,0.4,0,0,0,0.2,0.1,0.1,0,0.2,0.2,0.7,0.2,0.6,0.3,0.1,0.1,0.1,0,0,0,0.2,0,0.1,0,0.1,0.1,0,0,0,0.1,0.7,0.1,0.2,0.2,0,0,0,0,0,0.1,0.4,0
Modern Art,Post-Impressionism,Vanessa Bell,Mrs. St John Hutchinson,https://uploads7.wikiart.org/images/alexander-orlowski/battle-of-cossaks-with-kirgizes-1826.jpg,0,0,0.1,0.4,0,0.3,0.1,0,0.2,0.1,0,0,0,0,0,0.1,0,0,0.2,0.1,0,0,0,0.3,0.1,0.4,0.1,0,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.2,0,0.1,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0.1
Post Renaissance Art,Realism,Theodore Gericault,Anatomical Pieces,https://uploads7.wikiart.org/00141/images/john-altoon/untitled-14-1960.jpg,0,0.1,0,0,0,0.5,0.5,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0,0,0,0,0.1,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.1,0,0.1,0.1,0,0.2,0,0,0.1,0,0,0,0,0,0.1,0,0.1
Modern Art,Pop Art,Billy Apple,Cut,https://uploads6.wikiart.org/images/jacques-h-rold/moon-flowers.jpg,0,0.091,0.455,0,0.182,0.091,0,0,0,0,0,0,0,0,0,0,0,0.545,0,0.091,0,0,0.273,0,0.091,0.091,0,0,0,0,0.091,0,0,0.091,0,0,0,0.455,0,0.091,0,0.091,0.182,0,0,0.091,0.091,0,0,0,0.091,0.091,0,0.182,0.273,0,0,0.182,0,0.091
Contemporary Art,Minimalism,Johannes Jan Schoonhoven,RAD 4,https://uploads6.wikiart.org/images/ralph-rosenborg/monhegan-island-seascape-1959.jpg,0,0,0.5,0.1,0,0,0,0.1,0,0.2,0,0.2,0,0,0.1,0,0,0.7,0.1,0,0,0,0.3,0.1,0,0,0,0.1,0.2,0.3,0,0.1,0,0,0.1,0,0,0.7,0,0,0,0.1,0.4,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0,0,0.3,0.1,0.3
Modern Art,Neo-Expressionism,Arnulf Rainer,Krass,https://uploads0.wikiart.org/images/sadamasa-motonaga/sakuhin-1964.jpg,0,0.3,0.1,0.1,0,0.1,0,0.1,0.3,0.1,0,0.1,0,0,0,0,0,0.1,0.3,0,0,0.4,0,0.1,0,0.1,0.1,0.2,0.3,0.1,0,0,0.1,0,0,0.1,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.2,0.1
Renaissance Art,Early Renaissance,Carlo Crivelli,Virgin and Child Enthroned with Saints,https://uploads3.wikiart.org/images/carel-willink/wilma-1932.jpg,0,0,0.1,0.1,0,0.1,0.1,0.4,0.5,0.2,0.3,0.2,0,0,0.1,0,0,0.1,0.5,0,0,0,0.1,0.1,0,0.1,0,0.3,0.3,0.2,0.3,0.2,0,0,0,0,0,0.1,0.5,0,0,0,0.2,0,0,0,0,0.2,0.5,0.2,0.4,0.1,0,0,0.1,0,0,0.1,0.3,0
Renaissance Art,Early Renaissance,Andrea del Verrocchio,The Baptism of Christ,https://uploads5.wikiart.org/images/adolph-menzel/weekday-in-paris-1869.jpg,0.2,0,0,0,0,0,0,0.2,0.3,0.3,0.1,0.2,0,0.1,0.2,0.1,0,0,0.6,0,0.2,0,0,0,0,0,0,0.1,0.3,0.2,0.1,0.2,0,0,0.1,0.1,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0.4,0.1,0.1,0.2,0,0.1,0,0.1,0,0,0.6,0
Modern Art,Abstract Expressionism,Perle Fine,A Timeless Moment,https://uploads5.wikiart.org/images/ivan-shishkin/promenading-in-the-forest-1869.jpg,0,0.1,0.5,0,0.1,0.1,0.1,0,0.1,0.1,0,0.2,0,0,0,0,0.1,0.4,0.1,0,0,0,0.4,0,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.5,0.1,0,0,0,0.3,0,0,0,0.2,0,0.4,0,0,0.3,0,0,0,0,0,0.3,0.2,0
